id,currency_id,interval_id,sentiment_score,end_time,direction,news_num
22aebc2a0864444187f183034af49d96,2,1,0.00000000,"2018-11-01 01:51:00",NULL,0
7b8418fa1987423fae027fcb4a370105,2,1,0.00000000,"2018-11-01 01:58:00",NULL,0
0dc3b692d50e4fa18dead0db3e3322a6,2,1,0.00000000,"2018-11-01 02:00:00",NULL,0
c0f2ad0691724a72b16ac9d8d2fb354c,2,1,0.00000000,"2018-11-01 02:03:00",NULL,0
2a78dfbd6a774361ad59479daa491f13,2,1,0.00000000,"2018-11-01 02:08:00",NULL,0
e19caa606f734f408a2d7f7210a209fb,2,1,0.00000000,"2018-11-01 02:14:00",NULL,0
64ad10927fd14fa0b54b978067616ab2,2,1,0.00000000,"2018-11-01 02:20:00",NULL,0
2c2b5fac0bf8472fbe1c6be65e146f2f,2,1,0.00000000,"2018-11-01 02:25:00",NULL,0
1c8d22a5ef6d48fa8b8589f1292959e4,2,1,0.00000000,"2018-11-01 02:30:00",NULL,0
335ae81b04ef4c6192a9ecb5d343a158,2,1,0.00000000,"2018-11-01 02:35:00",NULL,0
adcd16621efe4c778bd8c809798400a2,2,1,0.00000000,"2018-11-01 02:41:00",NULL,0
4fa02b4da2184719bfc4077a01d97bb8,2,1,0.00000000,"2018-11-01 02:45:00",NULL,0
6018a27fec9e4a5f894f7ca74e39fbfb,2,1,0.00000000,"2018-11-01 02:49:00",NULL,0
7d933991c36d4e1aa1e30b79be3c8ef8,2,1,0.00000000,"2018-11-01 02:54:00",NULL,0
a79483531cab42bab08a47ebe0ad58cb,2,1,0.00000000,"2018-11-01 02:59:00",NULL,0
177dc806f8dd4f36a40b4cff85c36ac0,2,1,0.00000000,"2018-11-01 03:04:00",NULL,0
7c5b01c0d8f94ac28ce570f979dbb4c8,2,1,0.00000000,"2018-11-01 03:11:00",NULL,0
c8bdb1357b9b49ea983db4cb1c86ae0a,2,1,0.00000000,"2018-11-01 03:15:00",NULL,0
95d2550df268493f9c0459bbc183dd6b,2,1,0.00000000,"2018-11-01 03:20:00",NULL,0
eddddbe2919446aeab5c372b9a757399,2,1,0.00000000,"2018-11-01 03:25:00",NULL,0
d9f7837d18f54abea7a5d0704a2d84e4,2,1,0.00000000,"2018-11-01 03:31:00",NULL,0
1ba98148fbd443f3a68c1c6ec991dbfa,2,1,0.00000000,"2018-11-01 03:36:00",NULL,0
a695d066954c419cba42885156e0463c,2,1,0.00000000,"2018-11-01 03:41:00",NULL,0
cea6ab47fb0749fa9111b1b99394ca5f,2,1,0.00000000,"2018-11-01 03:45:00",NULL,0
400985660cf84d97a59a34a067d99003,2,1,0.00000000,"2018-11-01 03:50:00",NULL,0
12905a39c37e4b12b5556a5e22e67e70,2,1,0.00000000,"2018-11-01 03:56:00",NULL,0
796337232bf34844927c640417ca2586,2,1,0.00000000,"2018-11-01 04:01:00",NULL,0
1120958dc2434b4a8f5d8d85a2708883,2,1,0.00000000,"2018-11-01 04:07:00",NULL,0
94144bc339ee4b95af935763192d8bda,2,1,0.00000000,"2018-11-01 04:13:00",NULL,0
aa6c9ea655054b328249a26d8548d939,2,1,0.00000000,"2018-11-01 04:17:00",NULL,0
980bb9d954a6424c85b7173e2a38ff41,2,1,0.00000000,"2018-11-01 04:22:00",NULL,0
24e6ab5ed2ef4d9cb5679d46a0ce74b3,2,1,0.00000000,"2018-11-01 04:27:00",NULL,0
42492e0c8ca84493b92e4d6cc220a023,2,1,0.00000000,"2018-11-01 04:32:00",NULL,0
b0d559bcae8043b88438443eff3583e3,2,1,0.00000000,"2018-11-01 04:37:00",NULL,0
97acbbe25afa4a1694697c365f232fd9,2,1,0.00000000,"2018-11-01 04:42:00",NULL,0
0d425a88ca484d2baf8d52c68c5ef897,2,1,0.00000000,"2018-11-01 04:47:00",NULL,0
e63bf3d34d8742dea4b765959b92df95,2,1,0.00000000,"2018-11-01 04:52:00",NULL,0
2937fa725a424aa9912a9e2568e39376,2,1,0.00000000,"2018-11-01 04:57:00",NULL,0
f00cbb91a3984d31adbcfc9c031db9a8,2,1,0.00000000,"2018-11-01 05:02:00",NULL,0
d3ad0cb39402454096f7aeed1f3d2a9f,2,1,0.00000000,"2018-11-01 05:09:00",NULL,0
528adf6bc2014f23850122d0a8befc46,2,1,0.00000000,"2018-11-01 05:13:00",NULL,0
bab6d1cc4c35413f86923a3078aba013,2,1,0.00000000,"2018-11-01 05:19:00",NULL,0
d92a23085e964146b7e1d22cd4e10d85,2,1,0.00000000,"2018-11-01 05:24:00",NULL,0
541ae160accd483fa1d17e70a0472946,2,1,0.00000000,"2018-11-01 05:29:00",NULL,0
d945945b11ba498e8c13f3f41c516e25,2,1,0.00000000,"2018-11-01 05:34:00",NULL,0
5ad56088b4aa41bebc718e26b8eeb476,2,1,0.00000000,"2018-11-01 05:40:00",NULL,0
e41b927de23d40d2bc1f344c84d23241,2,1,0.00000000,"2018-11-01 05:45:00",NULL,0
16af609477344f3e983edf27371c5f2a,2,1,0.00000000,"2018-11-01 05:50:00",NULL,0
126916e4a7f9441e8a13dff7b1ec2b64,2,1,0.00000000,"2018-11-01 05:55:00",NULL,0
4eac19e15ef348009ee9c95a5e844510,2,1,0.00000000,"2018-11-01 06:00:00",NULL,0
3ef031c4850a4dd79277936a426049fe,2,1,0.00000000,"2018-11-01 06:05:00",NULL,0
008c183cef15448492e88b40dba7946d,2,1,0.00000000,"2018-11-01 06:11:00",NULL,0
cadfaa0868b742b388b15fd2eadd4d32,2,1,0.00000000,"2018-11-01 06:15:00",NULL,0
0441991cc73b422a8803c173558688d1,2,1,0.00000000,"2018-11-01 06:20:00",NULL,0
ea59ab2f638242e892b5fb8e050b4065,2,1,0.00000000,"2018-11-01 06:24:00",NULL,0
8d0859db5a164512bcdb107c303007df,2,1,0.00000000,"2018-11-01 06:30:00",NULL,0
121a607dba8543518ee96870c4cc232a,2,1,0.00000000,"2018-11-01 06:35:00",NULL,0
d03a42b3596d4daf910ee4258d4db21e,2,1,0.00000000,"2018-11-01 06:40:00",NULL,0
0d4affe922944e96a5ee3877d1974f38,2,1,0.00000000,"2018-11-01 06:45:00",NULL,0
461c18b7a5494b98bb4e521213b41b8c,2,1,0.00000000,"2018-11-01 06:50:00",NULL,0
66a0e9f91fa3460ea75750eb46d8d053,2,1,0.00000000,"2018-11-01 06:55:00",NULL,0
46cfd6dfa0f44d7a90d06e907a186256,2,1,0.00000000,"2018-11-01 07:00:00",NULL,0
56bf3d53e37d47de9ba6f3709ef2e1bc,2,1,0.00000000,"2018-11-01 07:06:00",NULL,0
69e3eb5f45034af9b968f3e2d9474e92,2,1,0.00000000,"2018-11-01 07:12:00",NULL,0
e663b1ecd63349c39230cf0848770f3e,2,1,0.00000000,"2018-11-01 07:17:00",NULL,0
e39928278fed41c49758a136d2bcb61e,2,1,0.00000000,"2018-11-01 07:22:00",NULL,0
0796596728154251969bd55add560e5d,2,1,0.00000000,"2018-11-01 07:27:00",NULL,0
1500875516464a90accf17c9e3095aa5,2,1,0.00000000,"2018-11-01 07:32:00",NULL,0
68fda251964a41dd84dc0c8cc170ad9c,2,1,0.00000000,"2018-11-01 07:39:00",NULL,0
28329427bf9a4198a23c00930f9928a5,2,1,0.00000000,"2018-11-01 07:43:00",NULL,0
fa640a01f5534b13ac81692f81835238,2,1,0.00000000,"2018-11-01 07:49:00",NULL,0
6f328c02531b45bfb0c1b8e709fa6037,2,1,0.00000000,"2018-11-01 07:54:00",NULL,0
a6244455f7f3452980c9275d4b5ad759,2,1,0.00000000,"2018-11-01 07:59:00",NULL,0
8ee3724022464797956c1b2f4e6c634f,2,1,0.00000000,"2018-11-01 08:05:00",NULL,0
