SYMBOL,DATE_TIME,OPEN,HIGH,LOW,LAST,NUM_TRADES,BID,ASK,QUOTE_DATE,QUOTIM,QUOTEID
EUR/USD,"2018-11-07 01:47:00",NULL,1.1418,1.1417,NULL,NULL,1.1417,1.1419,2018-11-07,01:47:00,3656369
EUR/USD,"2018-11-07 01:48:01",NULL,1.14175,1.1416,NULL,NULL,1.1413,1.1419,2018-11-07,01:48:01,3656375
EUR/USD,"2018-11-07 01:49:00",NULL,1.1416499999999998,1.1416,NULL,NULL,1.1416,1.1417,2018-11-07,01:49:00,3656381
EUR/USD,"2018-11-07 01:50:20",NULL,1.1416,1.14155,NULL,NULL,1.1413,1.1418,2018-11-07,01:50:20,3656387
EUR/USD,"2018-11-07 01:51:01",NULL,1.1417,1.1415,NULL,NULL,1.1414,1.1416,2018-11-07,01:51:01,3656393
EUR/USD,"2018-11-07 01:52:00",NULL,1.1415,1.1415,NULL,NULL,1.1414,1.1416,2018-11-07,01:52:00,3656399
EUR/USD,"2018-11-07 01:53:01",NULL,1.1415,1.1415,NULL,NULL,1.1413,1.1417,2018-11-07,01:53:01,3656405
EUR/USD,"2018-11-07 01:54:01",NULL,1.1416499999999998,1.1416499999999998,NULL,NULL,1.1415,1.1418,2018-11-07,01:54:01,3656411
EUR/USD,"2018-11-07 01:55:20",NULL,1.1417,1.1417,NULL,NULL,1.1416,1.1418,2018-11-07,01:55:20,3656418
EUR/USD,"2018-11-07 01:56:01",NULL,1.14135,1.14135,NULL,NULL,1.1411,1.1416,2018-11-07,01:56:01,3656423
EUR/USD,"2018-11-07 01:57:00",NULL,1.14135,1.14135,NULL,NULL,1.1411,1.1416,2018-11-07,01:57:00,3656429
EUR/USD,"2018-11-07 01:58:01",NULL,1.1415,1.1414499999999999,NULL,NULL,1.1413,1.1417,2018-11-07,01:58:01,3656435
EUR/USD,"2018-11-07 01:59:00",NULL,1.1415,1.14135,NULL,NULL,1.1411,1.1416,2018-11-07,01:59:00,3656441
EUR/USD,"2018-11-07 02:00:30",NULL,1.1412,1.1412,NULL,NULL,1.141,1.1414,2018-11-07,02:00:30,3656447
EUR/USD,"2018-11-07 02:01:01",NULL,1.1412,1.141,NULL,NULL,1.1409,1.1411,2018-11-07,02:01:01,3656453
EUR/USD,"2018-11-07 02:02:01",NULL,1.1414,1.1412499999999999,NULL,NULL,1.1412,1.1416,2018-11-07,02:02:01,3656459
EUR/USD,"2018-11-07 02:03:00",NULL,1.1414,1.1412499999999999,NULL,NULL,1.1412,1.1413,2018-11-07,02:03:00,3656465
EUR/USD,"2018-11-07 02:04:00",NULL,1.1412499999999999,1.1412,NULL,NULL,1.1412,1.1413,2018-11-07,02:04:00,3656472
EUR/USD,"2018-11-07 02:05:00",NULL,1.14115,1.14115,NULL,NULL,1.1411,1.1412,2018-11-07,02:05:00,3656477
EUR/USD,"2018-11-07 02:06:00",NULL,1.1412499999999999,1.1412499999999999,NULL,NULL,1.1412,1.1413,2018-11-07,02:06:00,3656483
EUR/USD,"2018-11-07 02:07:01",NULL,1.1412499999999999,1.14105,NULL,NULL,1.1409,1.1412,2018-11-07,02:07:01,3656490
EUR/USD,"2018-11-07 02:08:01",NULL,1.1414,1.14105,NULL,NULL,1.1412,1.1416,2018-11-07,02:08:01,3656495
EUR/USD,"2018-11-07 02:09:01",NULL,1.14135,1.1412499999999999,NULL,NULL,1.1412,1.1413,2018-11-07,02:09:01,3656501
EUR/USD,"2018-11-07 02:10:23",NULL,1.1411,1.1411,NULL,NULL,1.1409,1.1413,2018-11-07,02:10:23,3656507
EUR/USD,"2018-11-07 02:11:00",NULL,1.1411,1.141,NULL,NULL,1.1409,1.1411,2018-11-07,02:11:00,3656513
EUR/USD,"2018-11-07 02:12:00",NULL,1.1412,1.141,NULL,NULL,1.1411,1.1413,2018-11-07,02:12:00,3656519
EUR/USD,"2018-11-07 02:13:00",NULL,1.1412,1.14115,NULL,NULL,1.1411,1.1412,2018-11-07,02:13:00,3656525
EUR/USD,"2018-11-07 02:14:01",NULL,1.14115,1.1411,NULL,NULL,1.1411,1.1412,2018-11-07,02:14:01,3656531
EUR/USD,"2018-11-07 02:15:00",NULL,1.14115,1.1411,NULL,NULL,1.141,1.1412,2018-11-07,02:15:00,3656537
EUR/USD,"2018-11-07 02:16:01",NULL,1.1413,1.1413,NULL,NULL,1.1412,1.1414,2018-11-07,02:16:01,3656543
EUR/USD,"2018-11-07 02:17:00",NULL,1.14135,1.1413,NULL,NULL,1.1412,1.1415,2018-11-07,02:17:00,3656549
EUR/USD,"2018-11-07 02:18:01",NULL,1.1414,1.1412,NULL,NULL,1.141,1.1414,2018-11-07,02:18:01,3656555
EUR/USD,"2018-11-07 02:19:00",NULL,1.1412,1.1409,NULL,NULL,1.1407,1.1411,2018-11-07,02:19:00,3656561
EUR/USD,"2018-11-07 02:20:19",NULL,1.1409500000000001,1.1409500000000001,NULL,NULL,1.1408,1.1411,2018-11-07,02:20:19,3656567
EUR/USD,"2018-11-07 02:21:00",NULL,1.1411,1.1411,NULL,NULL,1.141,1.1412,2018-11-07,02:21:00,3656573
EUR/USD,"2018-11-07 02:22:00",NULL,1.1411,1.141,NULL,NULL,1.1409,1.1411,2018-11-07,02:22:00,3656580
EUR/USD,"2018-11-07 02:23:00",NULL,1.14105,1.1409500000000001,NULL,NULL,1.141,1.1411,2018-11-07,02:23:00,3656585
EUR/USD,"2018-11-07 02:24:00",NULL,1.1411,1.1409,NULL,NULL,1.1408,1.141,2018-11-07,02:24:00,3656591
EUR/USD,"2018-11-07 02:25:18",NULL,1.1409500000000001,1.1409500000000001,NULL,NULL,1.1408,1.1411,2018-11-07,02:25:18,3656597
EUR/USD,"2018-11-07 02:26:00",NULL,1.1409,1.1409,NULL,NULL,1.1407,1.1411,2018-11-07,02:26:00,3656603
EUR/USD,"2018-11-07 02:27:00",NULL,1.14085,1.1407,NULL,NULL,1.1406,1.1408,2018-11-07,02:27:00,3656609
EUR/USD,"2018-11-07 02:28:00",NULL,1.14085,1.1408,NULL,NULL,1.1407,1.1409,2018-11-07,02:28:00,3656615
EUR/USD,"2018-11-07 02:29:00",NULL,1.141,1.1409,NULL,NULL,1.1408,1.1412,2018-11-07,02:29:00,3656621
EUR/USD,"2018-11-07 02:30:21",NULL,1.1409500000000001,1.14085,NULL,NULL,1.1408,1.1409,2018-11-07,02:30:21,3656628
EUR/USD,"2018-11-07 02:31:00",NULL,1.1409,1.14085,NULL,NULL,1.1408,1.141,2018-11-07,02:31:00,3656633
EUR/USD,"2018-11-07 02:32:00",NULL,1.141,1.1407500000000002,NULL,NULL,1.1409,1.1411,2018-11-07,02:32:00,3656640
EUR/USD,"2018-11-07 02:33:01",NULL,1.1409,1.14085,NULL,NULL,1.1407,1.1411,2018-11-07,02:33:01,3656645
EUR/USD,"2018-11-07 02:34:01",NULL,1.1409,1.14085,NULL,NULL,1.1408,1.141,2018-11-07,02:34:01,3656651
EUR/USD,"2018-11-07 02:35:19",NULL,1.1406,1.1406,NULL,NULL,1.1404,1.1408,2018-11-07,02:35:19,3656658
EUR/USD,"2018-11-07 02:36:01",NULL,1.1407,1.1406,NULL,NULL,1.1404,1.1408,2018-11-07,02:36:01,3656664
EUR/USD,"2018-11-07 02:37:00",NULL,1.1407500000000002,1.1406,NULL,NULL,1.1407,1.1408,2018-11-07,02:37:00,3656670
EUR/USD,"2018-11-07 02:38:00",NULL,1.14065,1.1406,NULL,NULL,1.1406,1.1407,2018-11-07,02:38:00,3656675
EUR/USD,"2018-11-07 02:39:01",NULL,1.1408,1.1408,NULL,NULL,1.1407,1.1409,2018-11-07,02:39:01,3656681
EUR/USD,"2018-11-07 02:40:16",NULL,1.1409500000000001,1.1409500000000001,NULL,NULL,1.1409,1.141,2018-11-07,02:40:16,3656688
EUR/USD,"2018-11-07 02:41:01",NULL,1.141,1.141,NULL,NULL,1.1409,1.1411,2018-11-07,02:41:01,3656694
EUR/USD,"2018-11-07 02:42:01",NULL,1.1411,1.14105,NULL,NULL,1.1409,1.1413,2018-11-07,02:42:01,3656699
EUR/USD,"2018-11-07 02:43:00",NULL,1.1411,1.1409,NULL,NULL,1.1407,1.1411,2018-11-07,02:43:00,3656706
EUR/USD,"2018-11-07 02:44:01",NULL,1.1409500000000001,1.1408,NULL,NULL,1.1407,1.1409,2018-11-07,02:44:01,3656711
EUR/USD,"2018-11-07 02:45:01",NULL,1.141,1.1409,NULL,NULL,1.1408,1.141,2018-11-07,02:45:01,3656718
EUR/USD,"2018-11-07 02:46:02",NULL,1.14115,1.14115,NULL,NULL,1.141,1.1413,2018-11-07,02:46:02,3656723
EUR/USD,"2018-11-07 02:47:00",NULL,1.1412,1.14115,NULL,NULL,1.1411,1.1413,2018-11-07,02:47:00,3656729
EUR/USD,"2018-11-07 02:48:01",NULL,1.1412499999999999,1.1411,NULL,NULL,1.1411,1.1414,2018-11-07,02:48:01,3656735
EUR/USD,"2018-11-07 02:49:00",NULL,1.1412499999999999,1.1412,NULL,NULL,1.141,1.1414,2018-11-07,02:49:00,3656741
EUR/USD,"2018-11-07 02:50:00",NULL,1.1412,1.1411,NULL,NULL,1.141,1.1414,2018-11-07,02:50:00,3656747
EUR/USD,"2018-11-07 02:51:01",NULL,1.1412,1.14115,NULL,NULL,1.1411,1.1412,2018-11-07,02:51:01,3656753
EUR/USD,"2018-11-07 02:52:00",NULL,1.14115,1.14115,NULL,NULL,1.1411,1.1412,2018-11-07,02:52:00,3656760
EUR/USD,"2018-11-07 02:53:01",NULL,1.1413,1.1412,NULL,NULL,1.1411,1.1413,2018-11-07,02:53:01,3656765
EUR/USD,"2018-11-07 02:54:01",NULL,1.1412499999999999,1.1412,NULL,NULL,1.1411,1.1413,2018-11-07,02:54:01,3656772
EUR/USD,"2018-11-07 02:55:01",NULL,1.1412,1.14115,NULL,NULL,1.141,1.1414,2018-11-07,02:55:01,3656777
EUR/USD,"2018-11-07 02:56:00",NULL,1.1413,1.1412,NULL,NULL,1.1412,1.1414,2018-11-07,02:56:00,3656783
EUR/USD,"2018-11-07 02:57:01",NULL,1.1412,1.14105,NULL,NULL,1.141,1.1411,2018-11-07,02:57:01,3656789
EUR/USD,"2018-11-07 02:58:00",NULL,1.1412,1.14105,NULL,NULL,1.1411,1.1413,2018-11-07,02:58:00,3656795
EUR/USD,"2018-11-07 02:59:00",NULL,1.14115,1.1411,NULL,NULL,1.1411,1.1412,2018-11-07,02:59:00,3656801
EUR/USD,"2018-11-07 03:00:00",NULL,1.1412499999999999,1.14115,NULL,NULL,1.1412,1.1413,2018-11-07,03:00:00,3656807
EUR/USD,"2018-11-07 03:01:01",NULL,1.1413,1.1413,NULL,NULL,1.1411,1.1415,2018-11-07,03:01:01,3656813
EUR/USD,"2018-11-07 03:02:01",NULL,1.14135,1.14135,NULL,NULL,1.1413,1.1414,2018-11-07,03:02:01,3656820
EUR/USD,"2018-11-07 03:03:00",NULL,1.14135,1.1413,NULL,NULL,1.1411,1.1415,2018-11-07,03:03:00,3656825
EUR/USD,"2018-11-07 03:04:00",NULL,1.1413,1.1412499999999999,NULL,NULL,1.1412,1.1413,2018-11-07,03:04:00,3656832
EUR/USD,"2018-11-07 03:05:17",NULL,1.1412499999999999,1.1412499999999999,NULL,NULL,1.1411,1.1414,2018-11-07,03:05:17,3656837
EUR/USD,"2018-11-07 03:06:02",NULL,1.1414499999999999,1.1412499999999999,NULL,NULL,1.1412,1.1416,2018-11-07,03:06:02,3656843
EUR/USD,"2018-11-07 03:07:01",NULL,1.1414,1.1413,NULL,NULL,1.1412,1.1414,2018-11-07,03:07:01,3656849
EUR/USD,"2018-11-07 03:08:00",NULL,1.1414,1.1413,NULL,NULL,1.1412,1.1416,2018-11-07,03:08:00,3656855
EUR/USD,"2018-11-07 03:09:00",NULL,1.1414,1.1414,NULL,NULL,1.1412,1.1416,2018-11-07,03:09:00,3656862
EUR/USD,"2018-11-07 03:10:00",NULL,1.1414499999999999,1.1414,NULL,NULL,1.1412,1.1416,2018-11-07,03:10:00,3656868
EUR/USD,"2018-11-07 03:11:01",NULL,1.1413,1.1412,NULL,NULL,1.1411,1.1413,2018-11-07,03:11:01,3656873
EUR/USD,"2018-11-07 03:12:00",NULL,1.1412499999999999,1.1412,NULL,NULL,1.1412,1.1413,2018-11-07,03:12:00,3656879
EUR/USD,"2018-11-07 03:13:00",NULL,1.1414,1.14135,NULL,NULL,1.1413,1.1415,2018-11-07,03:13:00,3656885
EUR/USD,"2018-11-07 03:14:00",NULL,1.1414499999999999,1.1413,NULL,NULL,1.1412,1.1414,2018-11-07,03:14:00,3656891
EUR/USD,"2018-11-07 03:15:00",NULL,1.1415,1.14135,NULL,NULL,1.1414,1.1416,2018-11-07,03:15:00,3656897
EUR/USD,"2018-11-07 03:16:00",NULL,1.1414499999999999,1.1414499999999999,NULL,NULL,1.1414,1.1415,2018-11-07,03:16:00,3656903
EUR/USD,"2018-11-07 03:17:00",NULL,1.14135,1.14135,NULL,NULL,1.1413,1.1414,2018-11-07,03:17:00,3656909
EUR/USD,"2018-11-07 03:18:00",NULL,1.1412499999999999,1.1412499999999999,NULL,NULL,1.1411,1.1414,2018-11-07,03:18:00,3656916
EUR/USD,"2018-11-07 03:19:01",NULL,1.1414,1.14135,NULL,NULL,1.1413,1.1414,2018-11-07,03:19:01,3656921
EUR/USD,"2018-11-07 03:20:01",NULL,1.1412499999999999,1.1411,NULL,NULL,1.141,1.1412,2018-11-07,03:20:01,3656927
EUR/USD,"2018-11-07 03:21:00",NULL,1.14135,1.1411,NULL,NULL,1.1413,1.1414,2018-11-07,03:21:00,3656933
EUR/USD,"2018-11-07 03:22:00",NULL,1.1414,1.1413,NULL,NULL,1.1412,1.1416,2018-11-07,03:22:00,3656940
EUR/USD,"2018-11-07 03:23:01",NULL,1.1414499999999999,1.1414,NULL,NULL,1.1413,1.1416,2018-11-07,03:23:01,3656946
EUR/USD,"2018-11-07 03:24:00",NULL,1.1414499999999999,1.1414499999999999,NULL,NULL,1.1413,1.1416,2018-11-07,03:24:00,3656953
EUR/USD,"2018-11-07 03:25:00",NULL,1.1414,1.1412499999999999,NULL,NULL,1.1411,1.1414,2018-11-07,03:25:00,3656957
EUR/USD,"2018-11-07 03:26:00",NULL,1.1414499999999999,1.1414499999999999,NULL,NULL,1.1413,1.1416,2018-11-07,03:26:00,3656963
EUR/USD,"2018-11-07 03:27:00",NULL,1.1416,1.1416,NULL,NULL,1.1414,1.1418,2018-11-07,03:27:00,3656969
EUR/USD,"2018-11-07 03:28:02",NULL,1.14175,1.1416,NULL,NULL,1.1417,1.1418,2018-11-07,03:28:02,3656975
EUR/USD,"2018-11-07 03:29:01",NULL,1.1417,1.1416499999999998,NULL,NULL,1.1416,1.1417,2018-11-07,03:29:01,3656981
EUR/USD,"2018-11-07 03:30:00",NULL,1.1416499999999998,1.1416,NULL,NULL,1.1414,1.1418,2018-11-07,03:30:00,3656987
EUR/USD,"2018-11-07 03:31:02",NULL,1.1416,1.1414,NULL,NULL,1.1413,1.1415,2018-11-07,03:31:02,3656993
EUR/USD,"2018-11-07 03:32:01",NULL,1.14155,1.14155,NULL,NULL,1.1414,1.1417,2018-11-07,03:32:01,3656999
EUR/USD,"2018-11-07 03:33:01",NULL,1.1415,1.1415,NULL,NULL,1.1413,1.1417,2018-11-07,03:33:01,3657005
EUR/USD,"2018-11-07 03:34:01",NULL,1.1415,1.1415,NULL,NULL,1.1413,1.1417,2018-11-07,03:34:01,3657011
EUR/USD,"2018-11-07 03:35:00",NULL,1.1415,1.1414,NULL,NULL,1.1412,1.1416,2018-11-07,03:35:00,3657017
EUR/USD,"2018-11-07 03:36:01",NULL,1.14135,1.1412,NULL,NULL,1.1413,1.1414,2018-11-07,03:36:01,3657024
EUR/USD,"2018-11-07 03:37:01",NULL,1.14135,1.1412499999999999,NULL,NULL,1.1411,1.1414,2018-11-07,03:37:01,3657029
EUR/USD,"2018-11-07 03:38:00",NULL,1.1412499999999999,1.1411,NULL,NULL,1.1409,1.1413,2018-11-07,03:38:00,3657037
EUR/USD,"2018-11-07 03:39:00",NULL,1.1414,1.1414,NULL,NULL,1.1413,1.1415,2018-11-07,03:39:00,3657041
EUR/USD,"2018-11-07 03:40:00",NULL,1.1414,1.14135,NULL,NULL,1.1412,1.1415,2018-11-07,03:40:00,3657048
EUR/USD,"2018-11-07 03:41:02",NULL,1.1415,1.14135,NULL,NULL,1.1413,1.1417,2018-11-07,03:41:02,3657053
EUR/USD,"2018-11-07 03:42:00",NULL,1.1415,1.1414499999999999,NULL,NULL,1.1414,1.1415,2018-11-07,03:42:00,3657059
EUR/USD,"2018-11-07 03:43:00",NULL,1.1415,1.14135,NULL,NULL,1.1413,1.1414,2018-11-07,03:43:00,3657066
EUR/USD,"2018-11-07 03:44:02",NULL,1.1414,1.1414,NULL,NULL,1.1412,1.1416,2018-11-07,03:44:02,3657072
EUR/USD,"2018-11-07 03:45:01",NULL,1.1414499999999999,1.1414,NULL,NULL,1.1413,1.1415,2018-11-07,03:45:01,3657078
EUR/USD,"2018-11-07 03:46:00",NULL,1.1414499999999999,1.1414,NULL,NULL,1.1414,1.1415,2018-11-07,03:46:00,3657083
EUR/USD,"2018-11-07 03:47:02",NULL,1.1414499999999999,1.1414,NULL,NULL,1.1413,1.1415,2018-11-07,03:47:02,3657090
EUR/USD,"2018-11-07 03:48:02",NULL,1.1414499999999999,1.1414,NULL,NULL,1.1412,1.1416,2018-11-07,03:48:02,3657095
EUR/USD,"2018-11-07 03:49:01",NULL,1.1414499999999999,1.1414,NULL,NULL,1.1413,1.1415,2018-11-07,03:49:01,3657102
EUR/USD,"2018-11-07 03:50:24",NULL,1.14135,1.14135,NULL,NULL,1.1413,1.1414,2018-11-07,03:50:24,3657107
EUR/USD,"2018-11-07 03:51:00",NULL,1.1415,1.1415,NULL,NULL,1.1413,1.1417,2018-11-07,03:51:00,3657113
EUR/USD,"2018-11-07 03:52:01",NULL,1.1414,1.1414,NULL,NULL,1.1412,1.1416,2018-11-07,03:52:01,3657120
EUR/USD,"2018-11-07 03:53:00",NULL,1.1414,1.1414,NULL,NULL,1.1412,1.1416,2018-11-07,03:53:00,3657125
EUR/USD,"2018-11-07 03:54:00",NULL,1.1414499999999999,1.1414499999999999,NULL,NULL,1.1414,1.1415,2018-11-07,03:54:00,3657131
EUR/USD,"2018-11-07 03:55:20",NULL,1.14135,1.14135,NULL,NULL,1.1412,1.1415,2018-11-07,03:55:20,3657138
EUR/USD,"2018-11-07 03:56:00",NULL,1.14135,1.14135,NULL,NULL,1.1413,1.1414,2018-11-07,03:56:00,3657143
EUR/USD,"2018-11-07 03:57:00",NULL,1.1414499999999999,1.1414,NULL,NULL,1.1412,1.1416,2018-11-07,03:57:00,3657150
EUR/USD,"2018-11-07 03:58:01",NULL,1.1414499999999999,1.14135,NULL,NULL,1.1413,1.1416,2018-11-07,03:58:01,3657155
EUR/USD,"2018-11-07 03:59:00",NULL,1.1414499999999999,1.1413,NULL,NULL,1.1412,1.1414,2018-11-07,03:59:00,3657162
EUR/USD,"2018-11-07 05:06:00",NULL,1.14155,1.14155,NULL,NULL,1.1414,1.1417,2018-11-07,05:06:00,3657167
EUR/USD,"2018-11-07 05:07:00",NULL,1.14155,1.1415,NULL,NULL,1.1413,1.1417,2018-11-07,05:07:00,3657174
EUR/USD,"2018-11-07 05:08:02",NULL,1.1416499999999998,1.14155,NULL,NULL,1.1415,1.1418,2018-11-07,05:08:02,3657180
EUR/USD,"2018-11-07 05:09:02",NULL,1.1416,1.1415,NULL,NULL,1.1414,1.1418,2018-11-07,05:09:02,3657186
EUR/USD,"2018-11-07 05:12:03",NULL,1.1418,1.1418,NULL,NULL,1.1417,1.1419,2018-11-07,05:12:03,3657191
EUR/USD,"2018-11-07 05:13:02",NULL,1.1416499999999998,1.1415,NULL,NULL,1.1414,1.1416,2018-11-07,05:13:02,3657198
EUR/USD,"2018-11-07 05:14:02",NULL,1.1416,1.1415,NULL,NULL,1.1415,1.1417,2018-11-07,05:14:02,3657204
EUR/USD,"2018-11-07 05:15:01",NULL,1.14175,1.14175,NULL,NULL,1.1416,1.1419,2018-11-07,05:15:01,3657210
EUR/USD,"2018-11-07 05:16:00",NULL,1.14175,1.14175,NULL,NULL,1.1416,1.1419,2018-11-07,05:16:00,3657216
EUR/USD,"2018-11-07 05:17:00",NULL,1.14175,1.1416,NULL,NULL,1.1415,1.1417,2018-11-07,05:17:00,3657221
EUR/USD,"2018-11-07 05:18:00",NULL,1.14175,1.1415,NULL,NULL,1.1414,1.1416,2018-11-07,05:18:00,3657227
EUR/USD,"2018-11-07 05:19:01",NULL,1.1418,1.1416499999999998,NULL,NULL,1.1415,1.1418,2018-11-07,05:19:01,3657235
EUR/USD,"2018-11-07 05:20:00",NULL,1.14175,1.1416499999999998,NULL,NULL,1.1416,1.1419,2018-11-07,05:20:00,3657240
EUR/USD,"2018-11-07 05:21:00",NULL,1.1418499999999998,1.1418,NULL,NULL,1.1418,1.1419,2018-11-07,05:21:00,3657245
EUR/USD,"2018-11-07 05:22:00",NULL,1.1417,1.1414499999999999,NULL,NULL,1.1416,1.1418,2018-11-07,05:22:00,3657251
EUR/USD,"2018-11-07 05:23:00",NULL,1.1418,1.14175,NULL,NULL,1.1416,1.1419,2018-11-07,05:23:00,3657257
EUR/USD,"2018-11-07 05:24:02",NULL,1.1418499999999998,1.14175,NULL,NULL,1.1417,1.1418,2018-11-07,05:24:02,3657264
EUR/USD,"2018-11-07 05:25:16",NULL,1.1418,1.1418,NULL,NULL,1.1416,1.142,2018-11-07,05:25:16,3657269
EUR/USD,"2018-11-07 05:26:00",NULL,1.14175,1.14175,NULL,NULL,1.1417,1.1418,2018-11-07,05:26:00,3657275
EUR/USD,"2018-11-07 05:27:01",NULL,1.14175,1.1415,NULL,NULL,1.1416,1.1419,2018-11-07,05:27:01,3657282
EUR/USD,"2018-11-07 05:28:00",NULL,1.14175,1.14175,NULL,NULL,1.1417,1.1418,2018-11-07,05:28:00,3657287
EUR/USD,"2018-11-07 05:29:00",NULL,1.14175,1.14175,NULL,NULL,1.1416,1.1419,2018-11-07,05:29:00,3657293
