20181101 041000;1.136340;1.136620;1.136330;1.136520;0
20181101 041100;1.136530;1.136650;1.136500;1.136640;0
20181101 041200;1.136640;1.136700;1.136420;1.136480;0
20181101 041300;1.136470;1.136490;1.136240;1.136250;0
20181101 041400;1.136280;1.136480;1.136220;1.136420;0
20181101 041500;1.136410;1.136530;1.136210;1.136460;0
20181101 041600;1.136470;1.136470;1.136210;1.136420;0
20181101 041700;1.136430;1.136840;1.136430;1.136810;0
20181101 041800;1.136820;1.136880;1.136720;1.136880;0
20181101 041900;1.136870;1.136990;1.136610;1.136970;0
20181101 042000;1.136980;1.137270;1.136840;1.137070;0
20181101 042100;1.137060;1.137070;1.136810;1.136810;0
20181101 042200;1.136820;1.136980;1.136690;1.136710;0
20181101 042300;1.136710;1.136940;1.136710;1.136900;0
20181101 042400;1.136910;1.136930;1.136770;1.136870;0
20181101 042500;1.136870;1.136900;1.136710;1.136760;0
20181101 042600;1.136770;1.136920;1.136770;1.136870;0
20181101 042700;1.136880;1.136930;1.136710;1.136710;0
20181101 042800;1.136720;1.136780;1.136700;1.136760;0
20181101 042900;1.136750;1.137130;1.136730;1.137130;0
20181101 043000;1.137130;1.137300;1.136990;1.137240;0
20181101 043100;1.137240;1.137280;1.137170;1.137170;0
20181101 043200;1.137170;1.137330;1.137110;1.137300;0
20181101 043300;1.137290;1.137460;1.137270;1.137410;0
20181101 043400;1.137400;1.137460;1.137290;1.137420;0
20181101 043500;1.137420;1.137740;1.137420;1.137710;0
20181101 043600;1.137620;1.137650;1.137370;1.137630;0
20181101 043700;1.137640;1.137680;1.137470;1.137550;0
20181101 043800;1.137520;1.137600;1.137410;1.137600;0
20181101 043900;1.137620;1.137720;1.137570;1.137580;0
20181101 044000;1.137600;1.137670;1.137560;1.137630;0
20181101 044100;1.137650;1.137650;1.137450;1.137450;0
20181101 044200;1.137460;1.137460;1.137390;1.137420;0
20181101 044300;1.137410;1.137460;1.137350;1.137420;0
20181101 044400;1.137410;1.137520;1.137410;1.137420;0
20181101 044500;1.137430;1.137560;1.137400;1.137550;0
20181101 044600;1.137540;1.137570;1.137450;1.137450;0
20181101 044700;1.137480;1.137620;1.137400;1.137620;0
20181101 044800;1.137640;1.137820;1.137560;1.137720;0
20181101 044900;1.137740;1.137910;1.137690;1.137830;0
20181101 045000;1.137840;1.137960;1.137820;1.137930;0
20181101 045100;1.137940;1.137960;1.137880;1.137940;0
20181101 045200;1.137950;1.137970;1.137920;1.137970;0
20181101 045300;1.137950;1.138090;1.137900;1.138070;0
20181101 045400;1.138070;1.138080;1.137660;1.137690;0
20181101 045500;1.137650;1.137960;1.137640;1.137640;0
20181101 045600;1.137640;1.137660;1.137530;1.137570;0
20181101 045700;1.137610;1.137920;1.137600;1.137920;0
20181101 045800;1.137910;1.137960;1.137690;1.137730;0
20181101 045900;1.137730;1.137960;1.137720;1.137830;0
20181101 050000;1.137820;1.137930;1.137730;1.137840;0
20181101 050100;1.137860;1.137980;1.137830;1.137950;0
20181101 050200;1.137980;1.138440;1.137890;1.138250;0
20181101 050300;1.138270;1.138770;1.138270;1.138600;0
20181101 050400;1.138590;1.138670;1.138530;1.138560;0
20181101 050500;1.138580;1.138770;1.138550;1.138650;0
20181101 050600;1.138640;1.138710;1.138530;1.138590;0
20181101 050700;1.138600;1.138640;1.138420;1.138470;0
20181101 050800;1.138450;1.138490;1.138160;1.138330;0
20181101 050900;1.138340;1.138410;1.138300;1.138300;0
20181101 051000;1.138290;1.138400;1.138230;1.138290;0
20181101 051100;1.138300;1.138360;1.138180;1.138230;0
20181101 051200;1.138240;1.138330;1.138140;1.138150;0
20181101 051300;1.138150;1.138300;1.138020;1.138040;0
20181101 051400;1.138030;1.138050;1.137820;1.137900;0
20181101 051500;1.137910;1.137980;1.137890;1.137890;0
20181101 051600;1.137880;1.137980;1.137880;1.137970;0
20181101 051700;1.137960;1.137980;1.137840;1.137920;0
20181101 051800;1.137930;1.137990;1.137730;1.137750;0
20181101 051900;1.137750;1.137770;1.137660;1.137700;0
20181101 052000;1.137660;1.137770;1.137660;1.137730;0
20181101 052100;1.137730;1.137750;1.137710;1.137710;0
20181101 052200;1.137720;1.137760;1.137720;1.137720;0
20181101 052300;1.137730;1.137740;1.137630;1.137660;0
20181101 052400;1.137650;1.137650;1.137500;1.137610;0
20181101 052500;1.137630;1.137650;1.137380;1.137500;0
20181101 052600;1.137510;1.137600;1.137490;1.137600;0
20181101 052700;1.137590;1.137610;1.137450;1.137450;0
20181101 052800;1.137440;1.137460;1.137350;1.137440;0
20181101 052900;1.137460;1.137460;1.137330;1.137350;0
20181101 053000;1.137360;1.137570;1.137240;1.137550;0
20181101 053100;1.137550;1.137710;1.137470;1.137690;0
20181101 053200;1.137700;1.137840;1.137630;1.137710;0
20181101 053300;1.137720;1.137780;1.137490;1.137490;0
20181101 053400;1.137500;1.137610;1.137470;1.137480;0
20181101 053500;1.137500;1.137680;1.137500;1.137650;0
20181101 053600;1.137680;1.137960;1.137680;1.137950;0
20181101 053700;1.137960;1.137970;1.137900;1.137930;0
20181101 053800;1.137940;1.137940;1.137790;1.137790;0
20181101 053900;1.137780;1.137840;1.137620;1.137820;0
20181101 054000;1.137830;1.137970;1.137780;1.137920;0
20181101 054100;1.137920;1.138180;1.137910;1.138140;0
20181101 054200;1.138130;1.138140;1.138050;1.138100;0
20181101 054300;1.138090;1.138090;1.137770;1.137840;0
20181101 054400;1.137840;1.137890;1.137760;1.137760;0
20181101 054500;1.137770;1.137850;1.137740;1.137810;0
20181101 054600;1.137800;1.137820;1.137710;1.137710;0
20181101 054700;1.137720;1.137960;1.137720;1.137950;0
20181101 054800;1.137960;1.138020;1.137780;1.137850;0
20181101 054900;1.137850;1.137990;1.137770;1.137970;0
20181101 055000;1.137990;1.138040;1.137980;1.137990;0
20181101 055100;1.137970;1.137970;1.137750;1.137830;0
20181101 055200;1.137850;1.138040;1.137840;1.137950;0
20181101 055300;1.137960;1.138010;1.137860;1.138010;0
20181101 055400;1.138010;1.138010;1.137900;1.137900;0
20181101 055500;1.137860;1.137950;1.137800;1.137860;0
20181101 055600;1.137870;1.138040;1.137820;1.138010;0
20181101 055700;1.138020;1.138270;1.138010;1.138060;0
20181101 055800;1.138040;1.138170;1.138000;1.138050;0
20181101 055900;1.138050;1.138080;1.138000;1.138000;0
20181101 060000;1.137990;1.137990;1.137810;1.137870;0
20181101 060100;1.137880;1.138050;1.137880;1.138030;0
20181101 060200;1.138040;1.138070;1.137930;1.138020;0
20181101 060300;1.137990;1.138060;1.137910;1.138050;0
20181101 060400;1.138040;1.138100;1.138040;1.138050;0
20181101 060500;1.138050;1.138210;1.138050;1.138210;0
20181101 060600;1.138200;1.138310;1.138200;1.138200;0
20181101 060700;1.138190;1.138190;1.137900;1.137990;0
20181101 060800;1.138000;1.138050;1.137340;1.137360;0
20181101 060900;1.137400;1.137540;1.137220;1.137540;0
20181101 061000;1.137550;1.137800;1.137550;1.137730;0
20181101 061100;1.137740;1.137860;1.137650;1.137700;0
20181101 061200;1.137690;1.137710;1.137590;1.137630;0
20181101 061300;1.137640;1.137750;1.137370;1.137370;0
20181101 061400;1.137380;1.137430;1.137330;1.137330;0
20181101 061500;1.137340;1.137500;1.137300;1.137310;0
20181101 061600;1.137300;1.137360;1.137180;1.137220;0
20181101 061700;1.137210;1.137340;1.137140;1.137330;0
20181101 061800;1.137340;1.137340;1.137150;1.137200;0
20181101 061900;1.137210;1.137220;1.137030;1.137130;0
20181101 062000;1.137150;1.137210;1.137040;1.137070;0
20181101 062100;1.137070;1.137130;1.137020;1.137130;0
20181101 062200;1.137140;1.137150;1.137070;1.137100;0
20181101 062300;1.137100;1.137160;1.137100;1.137140;0
20181101 062400;1.137140;1.137350;1.137130;1.137340;0
20181101 062500;1.137330;1.137510;1.137270;1.137450;0
20181101 062600;1.137460;1.137500;1.137390;1.137460;0
20181101 062700;1.137480;1.137680;1.137400;1.137680;0
20181101 062800;1.137680;1.137680;1.137040;1.137120;0
20181101 062900;1.137120;1.137130;1.137000;1.137080;0
20181101 063000;1.137070;1.137160;1.137000;1.137020;0
20181101 063100;1.137030;1.137090;1.136830;1.136900;0
20181101 063200;1.136900;1.137110;1.136900;1.137030;0
20181101 063300;1.137020;1.137220;1.136870;1.137160;0
20181101 063400;1.137150;1.137290;1.137120;1.137190;0
20181101 063500;1.137200;1.137390;1.137200;1.137390;0
20181101 063600;1.137380;1.137380;1.137280;1.137310;0
20181101 063700;1.137300;1.137490;1.137280;1.137330;0
20181101 063800;1.137360;1.137380;1.137290;1.137350;0
20181101 063900;1.137340;1.137390;1.137280;1.137310;0
20181101 064000;1.137280;1.137420;1.137280;1.137380;0
20181101 064100;1.137380;1.137540;1.137340;1.137500;0
20181101 064200;1.137510;1.137560;1.137480;1.137550;0
20181101 064300;1.137550;1.137660;1.137540;1.137640;0
20181101 064400;1.137650;1.137760;1.137520;1.137550;0
20181101 064500;1.137550;1.137670;1.137470;1.137610;0
20181101 064600;1.137600;1.137700;1.137540;1.137560;0
20181101 064700;1.137550;1.137640;1.137490;1.137570;0
20181101 064800;1.137580;1.137630;1.137490;1.137540;0
20181101 064900;1.137540;1.137580;1.137390;1.137460;0
20181101 065000;1.137450;1.137460;1.137290;1.137290;0
20181101 065100;1.137300;1.137520;1.137250;1.137320;0
20181101 065200;1.137330;1.137330;1.137120;1.137150;0
20181101 065300;1.137140;1.137170;1.137050;1.137140;0
20181101 065400;1.137150;1.137290;1.137120;1.137190;0
20181101 065500;1.137180;1.137230;1.137130;1.137200;0
20181101 065600;1.137190;1.137400;1.137190;1.137350;0
20181101 065700;1.137370;1.137390;1.137220;1.137300;0
20181101 065800;1.137310;1.137330;1.137130;1.137230;0
20181101 065900;1.137240;1.137270;1.137120;1.137190;0
20181101 070000;1.137180;1.137370;1.137090;1.137300;0
20181101 070100;1.137300;1.137430;1.137210;1.137430;0
20181101 070200;1.137440;1.137540;1.137430;1.137540;0
20181101 070300;1.137530;1.137530;1.137490;1.137530;0
20181101 070400;1.137530;1.137580;1.137500;1.137560;0
20181101 070500;1.137540;1.137590;1.137270;1.137290;0
20181101 070600;1.137280;1.137490;1.137250;1.137450;0
20181101 070700;1.137440;1.137540;1.137400;1.137450;0
20181101 070800;1.137440;1.137440;1.137320;1.137410;0
20181101 070900;1.137420;1.137540;1.137370;1.137430;0
20181101 071000;1.137440;1.137460;1.137380;1.137460;0
20181101 071100;1.137460;1.137860;1.137460;1.137820;0
20181101 071200;1.137810;1.138120;1.137790;1.138110;0
20181101 071300;1.138100;1.138120;1.137960;1.137990;0
20181101 071400;1.138000;1.138100;1.137930;1.138060;0
20181101 071500;1.138060;1.138120;1.137940;1.138030;0
20181101 071600;1.138030;1.138130;1.138020;1.138040;0
20181101 071700;1.138050;1.138250;1.137980;1.138250;0
20181101 071800;1.138250;1.138260;1.138120;1.138170;0
20181101 071900;1.138160;1.138300;1.138160;1.138300;0
20181101 072000;1.138260;1.138300;1.138140;1.138190;0
20181101 072100;1.138180;1.138300;1.138160;1.138220;0
20181101 072200;1.138220;1.138460;1.138220;1.138430;0
20181101 072300;1.138400;1.138400;1.138190;1.138270;0
20181101 072400;1.138260;1.138320;1.138210;1.138290;0
20181101 072500;1.138260;1.138300;1.138200;1.138270;0
20181101 072600;1.138260;1.138310;1.138230;1.138250;0
20181101 072700;1.138260;1.138290;1.138170;1.138180;0
20181101 072800;1.138180;1.138270;1.138130;1.138240;0
20181101 072900;1.138260;1.138530;1.138260;1.138490;0
20181101 073000;1.138490;1.138830;1.138440;1.138780;0
20181101 073100;1.138770;1.138830;1.138700;1.138760;0
20181101 073200;1.138750;1.138750;1.138380;1.138580;0
20181101 073300;1.138610;1.138690;1.138580;1.138630;0
20181101 073400;1.138640;1.139350;1.138630;1.139290;0
20181101 073500;1.139300;1.139620;1.139270;1.139620;0
20181101 073600;1.139620;1.139970;1.139590;1.139600;0
20181101 073700;1.139580;1.139830;1.139520;1.139790;0
20181101 073800;1.139820;1.139900;1.139720;1.139760;0
20181101 073900;1.139750;1.140020;1.139660;1.139890;0
20181101 074000;1.139880;1.139900;1.139770;1.139880;0
20181101 074100;1.139870;1.139920;1.139620;1.139630;0
20181101 074200;1.139620;1.139660;1.139520;1.139630;0
20181101 074300;1.139630;1.139680;1.139520;1.139580;0
20181101 074400;1.139570;1.139670;1.139530;1.139640;0
20181101 074500;1.139630;1.139660;1.139570;1.139640;0
20181101 074600;1.139640;1.139640;1.139460;1.139580;0
20181101 074700;1.139580;1.139670;1.139530;1.139540;0
20181101 074800;1.139560;1.139560;1.139430;1.139540;0
20181101 074900;1.139530;1.139570;1.139430;1.139540;0
20181101 075000;1.139500;1.139500;1.139320;1.139340;0
20181101 075100;1.139360;1.139360;1.139290;1.139290;0
20181101 075200;1.139280;1.139530;1.139260;1.139480;0
20181101 075300;1.139500;1.139690;1.139440;1.139680;0
20181101 075400;1.139670;1.140350;1.139640;1.140310;0
20181101 075500;1.140320;1.140330;1.140020;1.140120;0
20181101 075600;1.140130;1.140130;1.139790;1.139800;0
20181101 075700;1.139810;1.139900;1.139800;1.139850;0
20181101 075800;1.139850;1.139860;1.139800;1.139820;0
20181101 075900;1.139840;1.139860;1.139430;1.139470;0
20181101 080000;1.139460;1.139680;1.139230;1.139520;0
20181101 080100;1.139510;1.139810;1.139460;1.139720;0
20181101 080200;1.139700;1.139830;1.139530;1.139580;0
