SYMBOL,DATE_TIME,OPEN,HIGH,LOW,LAST,NUM_TRADES,BID,ASK,QUOTE_DATE,QUOTIM,QUOTEID
USD/JPY,"2018-11-07 01:21:01",NULL,113.42,113.405,NULL,NULL,113.39,113.42,2018-11-07,01:21:01,3656226
USD/JPY,"2018-11-07 01:22:00",NULL,113.405,113.405,NULL,NULL,113.4,113.41,2018-11-07,01:22:00,3656233
USD/JPY,"2018-11-07 01:23:01",NULL,113.405,113.4,NULL,NULL,113.39,113.41,2018-11-07,01:23:01,3656238
USD/JPY,"2018-11-07 01:24:01",NULL,113.405,113.405,NULL,NULL,113.4,113.41,2018-11-07,01:24:01,3656245
USD/JPY,"2018-11-07 01:25:00",NULL,113.405,113.405,NULL,NULL,113.39,113.42,2018-11-07,01:25:00,3656250
USD/JPY,"2018-11-07 01:26:01",NULL,113.41,113.41,NULL,NULL,113.4,113.42,2018-11-07,01:26:01,3656256
USD/JPY,"2018-11-07 01:27:00",NULL,113.415,113.41,NULL,NULL,113.41,113.42,2018-11-07,01:27:00,3656262
USD/JPY,"2018-11-07 01:28:00",NULL,113.415,113.41499999999999,NULL,NULL,113.4,113.43,2018-11-07,01:28:00,3656269
USD/JPY,"2018-11-07 01:29:01",NULL,113.415,113.415,NULL,NULL,113.4,113.43,2018-11-07,01:29:01,3656275
USD/JPY,"2018-11-07 01:32:00",NULL,113.415,113.41499999999999,NULL,NULL,113.4,113.43,2018-11-07,01:32:00,3656280
USD/JPY,"2018-11-07 01:33:01",NULL,113.415,113.415,NULL,NULL,113.4,113.43,2018-11-07,01:33:01,3656286
USD/JPY,"2018-11-07 01:34:00",NULL,113.415,113.415,NULL,NULL,113.4,113.43,2018-11-07,01:34:00,3656292
USD/JPY,"2018-11-07 01:35:00",NULL,113.42,113.415,NULL,NULL,113.4,113.43,2018-11-07,01:35:00,3656298
USD/JPY,"2018-11-07 01:36:01",NULL,113.395,113.395,NULL,NULL,113.38,113.41,2018-11-07,01:36:01,3656304
